# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 31 13:20:01 2026
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum > 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_projobliq:   Projected Obliquity [deg]
# COLUMN pl_projobliqerr1: Projected Obliquity Upper Unc. [deg]
# COLUMN pl_projobliqerr2: Projected Obliquity Lower Unc. [deg]
# COLUMN pl_projobliqlim: Projected Obliquity Limit Flag
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN pl_trueobliqerr1: True Obliquity Upper Unc. [deg]
# COLUMN pl_trueobliqerr2: True Obliquity Lower Unc. [deg]
# COLUMN pl_trueobliqlim: True Obliquity Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-24 c,Kepler-24,0,1,4,Transit,2011,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.33340885000,0.00006674000,-0.00006674000,0,,,,,4.84000000,50.52000000,-1.30000000,0,0.43179588,4.50709251,-0.11597823,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5952.00,93.98,-94.47,0,1.110000,0.140000,-0.127000,0,0.980000,0.063000,-0.057000,0,-0.1900,0.1230,-0.1090,0,[Fe/H],4.330000,0.109000,-0.090000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2016-05-06,2016-05,2016-05-10
Kepler-24 c,Kepler-24,0,1,4,Transit,2011,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,12.33340885000,0.00006674000,-0.00006674000,0,0.1033000000,,,0,4.75000000,1.76000000,-0.69000000,0,0.42376735,0.15701695,-0.06155778,0,,,,,,,,,,0.000000,,,0,131.9600,143.1600,-47.5400,0,864.00,,,0,1,,,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6038.00,164.00,-191.00,0,1.088000,0.401000,-0.160000,0,0.965000,0.148000,-0.109000,0,-0.2400,0.2800,-0.2800,0,[Fe/H],4.349000,0.120000,-0.250000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2014-11-21,2014-12-18,2014-11-21
Kepler-24 d,Kepler-24,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,4.24437621000,0.00002426000,-0.00002426000,0,0.0507000000,,,0,1.61000000,0.59000000,-0.24000000,0,0.14363483,0.05263637,-0.02141140,0,,,,,,,,,,0.000000,,,0,547.8000,594.3100,-197.3500,0,1234.00,,,0,0,,,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6038.00,164.00,-191.00,0,1.088000,0.401000,-0.160000,0,0.965000,0.148000,-0.109000,0,-0.2400,0.2800,-0.2800,0,[Fe/H],4.349000,0.120000,-0.250000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2014-11-21,2014-12-18,2014-11-21
Kepler-24 d,Kepler-24,0,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,,,,,1.85000000,0.10200000,-0.40500000,0,0.16504595,0.00909983,-0.03613168,0,,,,,,,,,,,,,,601.8950,40.7440,-37.6870,0,,,,,0,,,,,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,6022.00,120.00,-120.00,0,1.111000,0.059000,-0.055000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2018-09-04,2018-10,2018-09-06
Kepler-24 d,Kepler-24,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,4.24436300000,0.00006400000,-0.00006400000,0,0.0520000000,,,0,1.70000000,1.10000000,-1.10000000,0,0.15166410,0.09813560,-0.09813560,0,,,,,,,,,,0.000000,,,0,,,,0,1237.00,,,0,0,,,,,,,,,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6043.00,115.00,-115.00,0,1.120000,0.750000,-0.750000,0,1.020000,0.190000,-0.190000,0,,,,0,,4.350000,0.300000,-0.300000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2013-10-28,2014-01-08,2013-10-28
Kepler-24 d,Kepler-24,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.24438400000,0.00005300000,-0.00005300000,0,0.0510000000,,,0,1.67000000,0.39000000,-0.39000000,0,0.14900000,0.03500000,-0.03500000,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5897.00,219.00,-219.00,0,1.289000,0.291000,-0.291000,0,,,,,,,,,,4.200000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2014-05-14,2014-03,2014-05-14
Kepler-24 d,Kepler-24,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,4.24437621000,0.00002426000,-0.00002426000,0,0.0507000000,,,0,1.61000000,0.59000000,-0.24000000,0,0.14363483,0.05263637,-0.02141140,0,,,,,,,,,,0.000000,,,0,547.8000,594.3100,-197.3500,0,1234.00,,,0,0,,,,,,,,,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6038.00,164.00,-191.00,0,1.088000,0.401000,-0.160000,0,0.965000,0.148000,-0.109000,0,-0.2400,0.2800,-0.2800,0,[Fe/H],4.349000,0.120000,-0.250000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2014-11-18,2014-12-04,2014-11-18
Kepler-24 d,Kepler-24,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,4.24439049000,0.00002717000,-0.00002717000,0,0.0492000000,,,0,2.07000000,0.30000000,-0.42000000,0,0.18467335,0.02676425,-0.03746995,0,,,,,,,,,,0.000000,,,0,686.9900,291.7200,-280.2800,0,1305.00,,,0,0,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5896.00,117.00,-105.00,0,1.240000,0.183000,-0.251000,0,0.884000,0.073000,-0.054000,0,-0.3600,0.1500,-0.1500,0,[Fe/H],4.197000,0.195000,-0.105000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-24 d,Kepler-24,0,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.24437621000,0.00002426000,-0.00002426000,0,,,,,1.72000000,0.23000000,-0.23000000,0,0.15344812,0.02051923,-0.02051923,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5952.00,93.98,-94.47,0,1.110000,0.140000,-0.127000,0,0.980000,0.063000,-0.057000,0,-0.1900,0.1230,-0.1090,0,[Fe/H],4.330000,0.109000,-0.090000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2016-05-06,2016-05,2016-05-10
Kepler-24 d,Kepler-24,0,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,4.24439444800,0.00000008400,-0.00000008400,0,,,,,,,,,,,,,293.95900000,,,1,0.92489845,,,1,Mass,,,,,,,,,,,,,0,,,,,,,,,<a refstr=OFIR_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...90O/abstract target=ref>Ofir et al. 2025</a>,,,,,,1.062000,0.028000,-0.028000,0,1.046000,0.035000,-0.034000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2025-04-16,2025-02,2025-04-16
Kepler-24 d,Kepler-24,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,4.24437621000,0.00002426000,-0.00002426000,0,0.0507000000,,,0,1.61000000,0.59000000,-0.24000000,0,0.14363483,0.05263637,-0.02141140,0,,,,,,,,,,0.000000,,,0,547.8000,594.3100,-197.3500,0,1234.00,,,0,0,,,,,,,,,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6038.00,164.00,-191.00,0,1.088000,0.401000,-0.160000,0,0.965000,0.148000,-0.109000,0,-0.2400,0.2800,-0.2800,0,[Fe/H],4.349000,0.120000,-0.250000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2015-08-25,2015-09-24,2015-08-25
Kepler-24 d,Kepler-24,0,1,4,Transit,2014,Kepler,Published Candidate,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,4.24437621000,0.00002426000,-0.00002426000,0,0.0521100000,0.0005700000,-0.0005700000,0,1.60000000,0.08600000,-0.08600000,0,0.14274268,0.00767242,-0.00767242,0,,,,,,,,,,,,,,510.6000,45.2000,-45.2000,0,,,,,0,,,,,,,,,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,6022.00,60.00,-60.00,0,1.084000,0.041000,-0.040000,0,1.046000,0.035000,-0.034000,0,-0.0400,0.0400,-0.0400,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2024-12-05,2018-12,2024-12-05
Kepler-24 d,Kepler-24,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,4.24439049000,0.00002717000,-0.00002717000,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5998.38,152.60,-152.60,0,1.090690,,,0,1.110000,,,0,-0.0708,0.0137,-0.0137,0,[M/H],4.407990,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2018-09-25,2018-08-16,2018-09-25
Kepler-24 e,Kepler-24,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,18.99850923000,0.00009537000,-0.00009537000,0,0.1378000000,,,0,2.36000000,0.87000000,-0.35000000,0,0.21054546,0.07761633,-0.03122496,0,,,,,,,,,,0.000000,,,0,74.1500,80.4600,-26.7100,0,748.00,,,0,1,,,,,,,,,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6038.00,164.00,-191.00,0,1.088000,0.401000,-0.160000,0,0.965000,0.148000,-0.109000,0,-0.2400,0.2800,-0.2800,0,[Fe/H],4.349000,0.120000,-0.250000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2014-11-18,2014-12-04,2014-11-18
Kepler-24 e,Kepler-24,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,18.99852790000,0.00017990000,-0.00017990000,0,0.1337000000,,,0,43.17000000,6.37000000,-8.74000000,0,3.85137607,0.56829431,-0.77973192,0,,,,,,,,,,0.000000,,,0,93.0300,39.5000,-37.9600,0,792.00,,,0,1,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5896.00,117.00,-105.00,0,1.240000,0.183000,-0.251000,0,0.884000,0.073000,-0.054000,0,-0.3600,0.1500,-0.1500,0,[Fe/H],4.197000,0.195000,-0.105000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-24 e,Kepler-24,0,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.99850923000,0.00009537000,-0.00009537000,0,,,,,2.44000000,0.34000000,-0.29000000,0,0.21768222,0.03033277,-0.02587207,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5952.00,93.98,-94.47,0,1.110000,0.140000,-0.127000,0,0.980000,0.063000,-0.057000,0,-0.1900,0.1230,-0.1090,0,[Fe/H],4.330000,0.109000,-0.090000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81000000,32.08000000,-32.08000000,15.0400000,0.0800000,-0.0800000,13.3720000,0.0370000,-0.0370000,14.9234000,0.0003560,-0.0003560,2016-05-06,2016-05,2016-05-10
